Original: resolve , predicted 1st: local|directory
Original: raycast , predicted 1st: set
Original: raycast , predicted 1st: set|callback
Original: raycast , predicted 1st: add
Original: get|body|list , predicted 1st: get|m|result
Original: get|joint|list , predicted 1st: get|m
Original: get|contact|list , predicted 1st: get|contact
Original: is|sleeping|allowed , predicted 1st: allow|allow|m
Original: set|sleeping|allowed , predicted 1st: set|allow|anonymous
Original: set|warm|starting , predicted 1st: set|m|thread
Original: is|warm|starting , predicted 1st: get|m|message
Original: set|continuous|physics , predicted 1st: set|m
Original: is|continuous|physics , predicted 1st: is|m
Original: get|proxy|count , predicted 1st: get|object|count
Original: get|body|count , predicted 1st: get|m|count|count
Original: get|joint|count , predicted 1st: get|m|count
Original: get|contact|count , predicted 1st: get|m|users|count
Original: get|tree|height , predicted 1st: get|height
Original: get|tree|balance , predicted 1st: get|tree
Original: get|tree|quality , predicted 1st: get|tree
Original: set|gravity , predicted 1st: set
Original: get|gravity , predicted 1st: get|m
Original: is|locked , predicted 1st: is|locked
Original: set|auto|clear|forces , predicted 1st: set|flags
Original: get|auto|clear|forces , predicted 1st: is|clear
Original: get|contact|manager , predicted 1st: get|contact|manager|manager
Original: get|profile , predicted 1st: get|profile
Original: solve , predicted 1st: start
Original: solve|toi , predicted 1st: add
Original: draw|joint , predicted 1st: run
Original: draw|shape , predicted 1st: add|color
Original: draw|particle|system , predicted 1st: validate
Original: create|particle , predicted 1st: create
Original: destroy|particle , predicted 1st: destroy
Original: destroy|particle , predicted 1st: unregister|listener|listener|listener
Original: destroy|particles|in|shape , predicted 1st: destroy|in|destroy
Original: destroy|particles|in|shape , predicted 1st: destroy|listener
Original: create|particle|group , predicted 1st: create
Original: join|particle|groups , predicted 1st: join
Original: destroy|particles|in|group , predicted 1st: destroy|listener
Original: destroy|particles|in|group , predicted 1st: destroy|in|destroy
Original: get|particle|group|list , predicted 1st: get|group|list
Original: get|particle|group|count , predicted 1st: get|group|count
Original: get|particle|count , predicted 1st: get|count|count
Original: get|particle|max|count , predicted 1st: get|count
Original: set|particle|max|count , predicted 1st: set|count
Original: set|particle|density , predicted 1st: set|contacts
Original: get|particle|density , predicted 1st: get|user
Original: set|particle|gravity|scale , predicted 1st: scale|scale
Original: get|particle|gravity|scale , predicted 1st: scale
Original: set|particle|damping , predicted 1st: set|input
Original: get|particle|damping , predicted 1st: get|input
Original: set|particle|radius , predicted 1st: set|radius
Original: get|particle|radius , predicted 1st: get|radius
Original: get|particle|flags|buffer , predicted 1st: get|buffer|as|buffer
Original: get|particle|position|buffer , predicted 1st: get|buffer|symbols
Original: get|particle|velocity|buffer , predicted 1st: get|supported
Original: get|particle|color|buffer , predicted 1st: get|error
Original: get|particle|group|buffer , predicted 1st: get|group
Original: get|particle|user|data|buffer , predicted 1st: get|user|data
Original: set|particle|flags|buffer , predicted 1st: set|buffer
Original: set|particle|position|buffer , predicted 1st: set|buffer
Original: set|particle|velocity|buffer , predicted 1st: set|buffer
Original: set|particle|color|buffer , predicted 1st: set|buffer
Original: set|particle|user|data|buffer , predicted 1st: set|buffer
Original: get|particle|contacts , predicted 1st: get|m|m
Original: get|particle|contact|count , predicted 1st: get|m|layout|count
Original: get|particle|body|contacts , predicted 1st: get|system|message
Original: get|particle|body|contact|count , predicted 1st: get|user|notification|count|count
Original: compute|particle|collision|energy , predicted 1st: compute|last
Original: tree|callback , predicted 1st: is|valid|user
Original: raycast|callback , predicted 1st: get|user|data
Original: touch|down , predicted 1st: on
Original: touch|dragged , predicted 1st: add
Original: touch|up , predicted 1st: set|next
Original: enter , predicted 1st: add
Original: exit , predicted 1st: compare
Original: cancel , predicted 1st: reset
Original: clicked , predicted 1st: input|event
Original: is|over , predicted 1st: is|same
Original: in|tap|square , predicted 1st: is|equal
Original: in|tap|square , predicted 1st: is|x|be|down
Original: invalidate|tap|square , predicted 1st: increment|down
Original: is|pressed , predicted 1st: is
Original: is|visual|pressed , predicted 1st: is|valid
Original: is|over , predicted 1st: is|fatal
Original: set|tap|square|size , predicted 1st: set|size
Original: get|tap|square|size , predicted 1st: get|value
Original: set|tap|count|interval , predicted 1st: set|count|count
Original: get|tap|count , predicted 1st: get|count|count
Original: get|touch|down|x , predicted 1st: get|x
Original: get|touch|down|y , predicted 1st: get|latch|latch
Original: get|pressed|button , predicted 1st: get|button
Original: get|pressed|pointer , predicted 1st: get|right
Original: get|button , predicted 1st: get|button
Original: set|button , predicted 1st: set|button
Original: generate , predicted 1st: get
Original: get|next , predicted 1st: get|m
Original: get|particle|count , predicted 1st: get|last|index
Original: get|buffer|index , predicted 1st: get|first|index
Original: get|group|flags , predicted 1st: get|m|flags
Original: set|group|flags , predicted 1st: set|flags
Original: get|mass , predicted 1st: get|m
Original: get|inertia , predicted 1st: get|m
Original: get|center , predicted 1st: get|build
Original: get|linear|velocity , predicted 1st: get|m
Original: get|angular|velocity , predicted 1st: get|m
Original: get|transform , predicted 1st: get|transform|transform
Original: get|position , predicted 1st: get|p
Original: get|angle , predicted 1st: get
Original: get|user|data , predicted 1st: get|m|user|data
Original: set|user|data , predicted 1st: set|data
Original: update|statistics , predicted 1st: to|java|m
Original: begin , predicted 1st: reset
Original: update , predicted 1st: add|percent
Original: needs|gl , predicted 1st: is|oneway
Original: dispose , predicted 1st: test
Original: create , predicted 1st: do|run
Original: clicked , predicted 1st: set|up
Original: clicked , predicted 1st: set|text
Original: handle|http|response , predicted 1st: post|post|completion
Original: run , predicted 1st: set|disabled|disabled|disabled|disabled
Original: run , predicted 1st: reset
Original: run , predicted 1st: set|text|text|file
Original: run , predicted 1st: set|text|file
Original: set|text , predicted 1st: post|post|completion
Original: run , predicted 1st: set|text|text
Original: set|button|disabled , predicted 1st: on|post|disabled
Original: failed , predicted 1st: on|failure
Original: render , predicted 1st: prepare
Original: resize , predicted 1st: update
Original: cancelled , predicted 1st: test|disabled|disabled|disabled|when|disabled
Original: run , predicted 1st: set|up
Original: add , predicted 1st: set|items
Original: add|all , predicted 1st: add|all
Original: add|all , predicted 1st: add
Original: add|all , predicted 1st: add|all
Original: add|all , predicted 1st: append
Original: get , predicted 1st: get
Original: set , predicted 1st: set
Original: insert , predicted 1st: set|items
Original: swap , predicted 1st: get|items
Original: remove|index , predicted 1st: get
Original: remove|range , predicted 1st: count
Original: remove|all , predicted 1st: get|value|size
Original: pop , predicted 1st: is|empty
Original: peek , predicted 1st: is|empty
Original: first , predicted 1st: is|empty
Original: clear , predicted 1st: reset
Original: shrink , predicted 1st: get|items
Original: ensure|capacity , predicted 1st: create|size
Original: resize , predicted 1st: append
Original: reverse , predicted 1st: init
Original: shuffle , predicted 1st: random|random
Original: truncate , predicted 1st: set|size|size
Original: random , predicted 1st: is|empty
Original: to|array , predicted 1st: get|array
Original: hash|code , predicted 1st: hash|code
Original: equals , predicted 1st: equals
Original: to|string , predicted 1st: to|string
Original: to|string , predicted 1st: to|string
Original: with , predicted 1st: create|array
Original: load , predicted 1st: add
Original: load|animations , predicted 1st: visit
Original: load|nodes , predicted 1st: visit
Original: load|node , predicted 1st: visit|node
Original: load|meshes , predicted 1st: convert
Original: convert|mesh , predicted 1st: populate
Original: load|materials , predicted 1st: add
Original: convert|material , predicted 1st: populate
Original: manage|disposable , predicted 1st: add
Original: get|managed|disposables , predicted 1st: get|value
Original: dispose , predicted 1st: run
Original: calculate|transforms , predicted 1st: run
Original: calculate|bounding|box , predicted 1st: get|bounding|box
Original: extend|bounding|box , predicted 1st: get|result|box
Original: get|animation , predicted 1st: get
Original: get|animation , predicted 1st: get
Original: get|material , predicted 1st: get
Original: get|material , predicted 1st: get
Original: get|node , predicted 1st: get|node
Original: get|node , predicted 1st: get|node
Original: get|node , predicted 1st: get|node
Original: wrap , predicted 1st: deserialize
Original: as|read|only|buffer , predicted 1st: to|long
Original: compact , predicted 1st: read
Original: duplicate , predicted 1st: clone
Original: get , predicted 1st: get|long
Original: get , predicted 1st: get|long
Original: is|direct , predicted 1st: is|direct
Original: is|read|only , predicted 1st: is|read|only
Original: order , predicted 1st: buffer
Original: protected|array , predicted 1st: get|max|bytes
Original: protected|array|offset , predicted 1st: get|expected|version
Original: protected|has|array , predicted 1st: is|supports
Original: put , predicted 1st: add|long
Original: put , predicted 1st: add|long
Original: slice , predicted 1st: get|buffer
Original: draw , predicted 1st: set|color
Original: draw , predicted 1st: set|color
Original: set|sprite , predicted 1st: set|min
Original: get|sprite , predicted 1st: get|sprite
Original: tint , predicted 1st: set|default
Original: get|dependencies , predicted 1st: get|object
Original: load|async , predicted 1st: add|file
Original: load|sync , predicted 1st: create
Original: create , predicted 1st: do|test
Original: render , predicted 1st: test
Original: get , predicted 1st: get|int
Original: get , predicted 1st: get|int
Original: get , predicted 1st: encode
Original: is|direct , predicted 1st: is|oneway
Original: order , predicted 1st: order
Original: get|file|handle , predicted 1st: create|file|handle
Original: classpath , predicted 1st: create|file|handle
Original: internal , predicted 1st: create|file|handle
Original: external , predicted 1st: create|file|handle
Original: absolute , predicted 1st: get|file|handle
Original: local , predicted 1st: get|file|handle
Original: get|external|storage|path , predicted 1st: get|external|path
Original: is|external|storage|available , predicted 1st: is|singleton
Original: get|local|storage|path , predicted 1st: get|local|path
Original: is|local|storage|available , predicted 1st: is|singleton
Original: create , predicted 1st: set|up
Original: render , predicted 1st: test
Original: dispose , predicted 1st: do|something
Original: reset , predicted 1st: add
Original: get|c|ptr , predicted 1st: get|value
Original: finalize , predicted 1st: finalize
Original: delete , predicted 1st: clean|up
Original: reset , predicted 1st: add
Original: get|c|ptr , predicted 1st: get|value
Original: finalize , predicted 1st: finalize
Original: delete , predicted 1st: clean|up
